ID	adj.P.Val	P.Value	logFC	Gene.symbol
222661_at	0.751	0.18370143	-0.11962351	AGGF1
220441_at	0.751	0.18371561	0.20394269	DNAJC22
218398_at	0.751	0.18374115	0.23283783	MRPS30
239847_at	0.751	0.18376429	-0.17502513	
226533_at	0.751	0.18376852	-0.07747118	HINT3
211987_at	0.751	0.18378339	0.32583395	TOP2B
208955_at	0.751	0.18379262	0.1426622	DUT
238757_at	0.751	0.18385665	-0.09455454	DBF4B
237835_at	0.751	0.18385938	-0.11146546	
220393_at	0.751	0.1838644	0.32470543	LGSN
202726_at	0.751	0.183899	-0.17118362	LIG1
241812_at	0.751	0.18389974	-0.21186957	SPATS2L
229240_at	0.751	0.18390046	-0.15029797	ZDHHC21
235728_at	0.751	0.18390971	-0.10279594	ZFP3
233902_at	0.751	0.1839124	-0.10162423	GUCA1C
205107_s_at	0.751	0.18391427	-0.13017297	EFNA4
221444_at	0.751	0.18392627	-0.0936524	TAS2R16
242548_x_at	0.751	0.18394355	-0.18541084	ANKRD37
214774_x_at	0.751	0.1839609	-0.58553264	TOX3
223120_at	0.751	0.18397493	-0.19543271	FUCA2
222073_at	0.751	0.18399825	0.09467595	COL4A3
1563828_at	0.751	0.18400539	-0.15916285	
243829_at	0.751	0.18401486	0.19660575	BRAF
230067_at	0.751	0.18402553	-0.12538765	FAM124A
205421_at	0.751	0.1840318	0.31105263	SLC22A3
208906_at	0.751	0.18403685	-0.18899118	HNRNPUL2-BSCL2///BSCL2
238492_at	0.751	0.18405567	0.08479147	
224123_at	0.751	0.18408681	-0.11085359	LOC84214
227377_at	0.751	0.18409915	-0.10339565	IGF2BP1
216189_at	0.751	0.18412428	-0.10598054	
215305_at	0.751	0.18415665	-0.10603059	PDGFRA
202131_s_at	0.751	0.18419725	0.30159086	RIOK3
238284_at	0.751	0.18419738	-0.12244838	
207801_s_at	0.751	0.18423527	-0.15253841	RNF10
210190_at	0.751	0.1842489	0.20437818	STX11
240417_at	0.751	0.18425595	-0.11645267	
207256_at	0.751	0.18427157	0.34716166	MBL2
231248_at	0.751	0.18428903	-0.10380777	CST6
230925_at	0.751	0.18429879	0.28878641	APBB1IP
221626_at	0.751	0.18430608	-0.13254699	ZNF506
236463_at	0.751	0.18433322	-0.16072802	ADAD2
1566456_at	0.751	0.18434273	-0.12733844	
233018_at	0.751	0.18434913	-0.13560854	TMEM134
1557828_a_at	0.751	0.18438632	-0.14504804	TMEM267
209782_s_at	0.751	0.18442326	-0.25431027	DBP
212129_at	0.751	0.18442949	0.11639509	NIPA2
224431_s_at	0.751	0.18443118	-0.1437475	KMT5C
218276_s_at	0.751	0.18443531	0.13117221	SAV1
203929_s_at	0.751	0.18445226	-0.08499524	MAPT
1569349_at	0.751	0.18446941	0.08857082	EMSY
213443_at	0.751	0.18449128	0.11463412	TRADD
210631_at	0.751	0.1845063	0.13463443	NF1P9///NF1
240570_at	0.751	0.18451592	0.10244163	PATJ
204366_s_at	0.751	0.1845322	0.11440548	GTF3C2
200653_s_at	0.751	0.1845362	-0.1962121	CALM3///CALM2///CALM1
1558368_s_at	0.751	0.1845399	-0.1120197	DRAXIN
204387_x_at	0.751	0.18455533	-0.12330747	MRPL57
230860_at	0.751	0.18457395	-0.08803171	CEP19
227581_at	0.751	0.18457436	-0.12967993	TECPR1
227720_at	0.751	0.18459062	-0.11760166	ANKRD13B
218935_at	0.751	0.1846641	-0.29259492	EHD3
233587_s_at	0.751	0.18466546	0.49323575	SIPA1L2
221731_x_at	0.751	0.18468102	1.0492643	VCAN
1553249_at	0.751	0.18468302	-0.0883516	SMC1B
219030_at	0.751	0.1846844	0.26229863	TPRKB
242925_at	0.751	0.1847137	0.11466734	RNF148
242868_at	0.751	0.18473481	0.37909838	
222854_s_at	0.751	0.18476195	-0.17387633	GEMIN8
228382_at	0.751	0.18476311	0.14692488	OTULIN
235288_at	0.751	0.18477261	0.23033208	
207392_x_at	0.751	0.18481303	0.20705826	UGT2B15
204679_at	0.751	0.18483251	0.84511588	KCNK1
220362_at	0.751	0.18483732	0.10238925	PSORS1C1
230688_at	0.751	0.18485216	0.43020958	
211272_s_at	0.751	0.18485359	0.12557832	DGKA
1556394_a_at	0.751	0.18487018	-0.10047716	
240533_at	0.751	0.18487313	-0.08775859	
213619_at	0.751	0.18493017	0.47542709	HNRNPH1
227325_at	0.751	0.18493492	0.24733236	INAFM1
207305_s_at	0.751	0.18494306	0.12660567	TRAPPC8
242098_at	0.751	0.18496011	-0.08084737	ARFGEF3
207057_at	0.751	0.18497902	-0.40641584	SLC16A7
1561536_at	0.751	0.1850024	-0.08472902	LOC283435
232442_at	0.751	0.18503834	-0.12551921	BCAR1
237500_at	0.751	0.18504123	-0.12200071	
227631_at	0.751	0.18506328	-0.09806022	ABI2
1559864_at	0.751	0.18506581	-0.10549015	LCN6
1558281_a_at	0.751	0.18509123	-0.1046187	TMEM184A
227889_at	0.751	0.18509245	0.31054966	LPCAT2
230793_at	0.751	0.18512959	0.42010988	CARMIL1
202247_s_at	0.751	0.1851308	-0.15649696	MTA1
230884_s_at	0.751	0.18513471	0.21133746	LOC101930112///SPG7
1555316_a_at	0.751	0.18513472	-0.10057652	KCNH7
208962_s_at	0.751	0.18514009	0.77980792	MIR1908///FADS1
218823_s_at	0.751	0.18514762	0.35273628	KCTD9
1559134_a_at	0.751	0.18515465	0.07801064	ZNF546
1556911_at	0.751	0.18517253	-0.07121944	ALMS1-IT1
233126_s_at	0.751	0.18519951	-0.08776562	OLAH
229450_at	0.751	0.18521123	0.27561135	IFIT3
206925_at	0.751	0.18522008	0.0831782	ST8SIA4
1553120_at	0.751	0.18522351	-0.13316737	CLSPN
201310_s_at	0.751	0.18522703	-0.47253644	NREP
221459_at	0.751	0.18523348	-0.08032249	TAAR5
1557236_at	0.751	0.18523936	0.35810614	APOL6
1561002_at	0.751	0.18529365	-0.08659102	
215300_s_at	0.751	0.18533454	0.65671004	FMO5
237538_at	0.751	0.18534549	0.08466899	
219985_at	0.751	0.18536918	-0.13667649	HS3ST3A1
1562961_at	0.751	0.18538317	-0.1171304	
222349_x_at	0.751	0.18540733	0.1110252	RNF126P1
201091_s_at	0.751	0.18542311	0.22682098	CBX3
229363_at	0.751	0.18544375	0.10448984	LINC00920
219427_at	0.751	0.18544928	-0.19558809	FAT4
239659_at	0.751	0.18545083	-0.10580917	
242118_x_at	0.751	0.18549699	-0.33432714	
204113_at	0.751	0.18551158	-0.17634332	CELF1
218406_x_at	0.751	0.18553897	-0.16933079	NENF
203224_at	0.751	0.18554021	0.11529981	RFK
243460_at	0.751	0.18554629	-0.10148797	
211115_x_at	0.751	0.1855483	-0.1342938	GEMIN2
1555187_at	0.751	0.18556368	-0.13353054	LINC00508
220068_at	0.751	0.18556703	-0.11761548	VPREB3
1556627_at	0.751	0.18557967	0.08632374	DRP2
209730_at	0.751	0.18558378	-0.1701291	SEMA3F
232834_at	0.751	0.18559613	-0.11583684	
210031_at	0.751	0.1855981	0.14447089	CD247
230529_at	0.751	0.18561301	0.21786031	HECA
238048_at	0.751	0.18561343	-0.11357679	CLASP2
213133_s_at	0.751	0.18561444	0.17490928	LOC101060817///GCSH
1561703_at	0.751	0.18561881	-0.06406315	
211058_x_at	0.751	0.185624	-0.24590779	TUBA1B
1555623_at	0.751	0.18564558	0.08968002	
202792_s_at	0.751	0.18567099	-0.21843975	PPP6R2
1556175_at	0.751	0.18568026	0.24807538	MTSS1L
213111_at	0.751	0.18568705	0.15382079	PIKFYVE
216752_at	0.751	0.18572006	-0.08150194	PIK3R4
225587_at	0.751	0.18574824	-0.22757429	TMEM129
222250_s_at	0.751	0.18575455	0.25284458	INTS7
208639_x_at	0.751	0.18576201	-0.15347348	PDIA6
1569910_at	0.751	0.185778	-0.09266128	
1553239_at	0.751	0.18578878	-0.13176938	FAM124A
1557476_at	0.751	0.1857972	0.10344467	PFN4
236708_at	0.751	0.18580255	-0.1249454	
226703_at	0.751	0.18581791	-0.12150106	NEURL4
205644_s_at	0.751	0.18585801	0.13129301	SNRPG
244762_at	0.751	0.18589529	-0.08243106	
1565771_at	0.751	0.18591075	-0.10673108	DKFZp434E1119
242146_at	0.751	0.18591298	0.34709202	SNRPA1
225758_s_at	0.751	0.18594652	-0.19086424	TUBGCP6
241025_at	0.751	0.18595196	-0.09552675	UTP6
1570264_at	0.751	0.1859607	0.09706853	
221426_s_at	0.751	0.18596252	-0.13050456	OR3A3
237731_at	0.751	0.18597369	0.27995629	LINC01010
226519_s_at	0.751	0.18601154	-0.19866685	PHYKPL
211237_s_at	0.751	0.18602918	-0.30295157	FGFR4
243695_at	0.751	0.18608562	-0.12053947	
240870_at	0.751	0.18610041	-0.12933404	
232701_at	0.751	0.18610236	-0.09995612	
222291_at	0.751	0.18611123	-0.31094563	FAM149A
214792_x_at	0.751	0.18611585	-0.14077857	VAMP2
212746_s_at	0.751	0.1861444	0.18911998	CEP170P1///CEP170
222100_at	0.751	0.18614452	0.27497361	CYP2E1
229148_at	0.751	0.1861481	-0.13301168	HOTAIRM1///HOXA2
229510_at	0.751	0.18615082	-0.13005353	MS4A14
1554588_a_at	0.751	0.1861521	0.09617485	TTC30B
1560665_at	0.751	0.18615898	-0.11796678	SCPEP1
222610_s_at	0.751	0.18616092	0.19695086	S100PBP
215024_at	0.752	0.18621203	0.09563778	CCZ1B
233533_at	0.752	0.18623828	-0.12373619	KRTAP1-5
204349_at	0.752	0.18625452	0.15740286	MED7
1565846_at	0.752	0.18627921	-0.08873544	GS1-124K5.11
219070_s_at	0.752	0.18628177	-0.16633736	MOSPD3
1564194_a_at	0.752	0.18631486	0.08754991	MS4A15
206934_at	0.752	0.1863155	0.12630781	SIRPB1
1570250_at	0.752	0.18632582	-0.09608717	PLPPR1
205962_at	0.752	0.1863677	-0.1218584	PAK2
240364_at	0.752	0.18637734	-0.09325271	
244734_at	0.752	0.18641438	-0.08530857	MTHFSD
202338_at	0.752	0.18644971	-0.19754854	TK1
232965_at	0.752	0.18646918	-0.09482395	LOC400684
212369_at	0.752	0.1864707	-0.11394997	ZNF384
202949_s_at	0.752	0.1864833	0.68069366	FHL2
207016_s_at	0.752	0.18651228	0.19722008	LOC101928635///ALDH1A2
1558801_at	0.752	0.18652285	-0.40448258	NNT-AS1
212890_at	0.752	0.18652642	-0.23367381	SLC38A10
229726_at	0.752	0.18652666	-0.16357732	GRAP
228175_at	0.752	0.18655554	-0.12025635	SLC4A8
229981_at	0.752	0.18658481	0.1049999	SNX5
227023_at	0.752	0.18659978	-0.1113806	ZFP41///GLI4
230601_s_at	0.752	0.18660201	-0.08075434	LRRC46
232404_at	0.752	0.1866685	-0.11426597	SHROOM4
222399_s_at	0.752	0.18670154	0.20958118	TM9SF3
206039_at	0.752	0.18671043	0.10563144	RAB33A
212375_at	0.752	0.18672489	-0.16525146	EP400
225612_s_at	0.752	0.18675987	0.6526287	B3GNT5
1553585_a_at	0.752	0.18677726	0.09692303	MAGEA10-MAGEA5///MAGEA5
202930_s_at	0.752	0.18678548	0.17704964	SUCLA2
216312_at	0.752	0.18682152	0.12537177	ATP2B3
228485_s_at	0.752	0.18682258	-0.21192454	SLC44A1
201485_s_at	0.752	0.18684404	-0.27760977	RCN2
203679_at	0.752	0.18687368	-0.15460753	TMED1
225921_at	0.752	0.1868813	0.23873495	NIN
205110_s_at	0.752	0.18688896	-0.10414422	FGF13
234542_at	0.752	0.18692216	0.09371781	ARHGEF12
239317_at	0.752	0.18692554	0.09937244	
230024_at	0.752	0.18693928	-0.11039316	AARS2
212496_s_at	0.752	0.18694588	-0.21171369	KDM4B
231500_s_at	0.752	0.18695574	0.15298043	BOLA2
229440_at	0.752	0.18696427	0.25211664	RBM47
218677_at	0.752	0.18699653	0.16584731	S100A14
225179_at	0.752	0.1870045	0.22718043	UBE2K
202100_at	0.752	0.18704782	0.21906714	RALB
235374_at	0.752	0.1870619	0.39680965	
234940_s_at	0.752	0.18707235	-0.08667689	VEPH1
230337_at	0.752	0.18710026	0.24796934	SOS1
236403_at	0.752	0.1871145	-0.13007461	THAP7-AS1
236798_at	0.752	0.18711748	-0.22869115	LINC00888
222864_s_at	0.752	0.18712181	-0.11418205	ZNF219
210640_s_at	0.752	0.18713584	-0.30294139	GPER1
233128_at	0.752	0.18714081	-0.10642265	
231728_at	0.752	0.18715381	-0.12569555	CAPS
214581_x_at	0.752	0.1871621	0.19113515	TNFRSF21
228037_at	0.752	0.18717819	-0.16574379	RARA-AS1
237700_at	0.752	0.18720765	-0.08997318	
238238_at	0.752	0.18725041	-0.10043303	
238859_at	0.752	0.18725308	-0.13253185	FAM149B1
225536_at	0.752	0.18727243	-0.14426752	TMEM54
212032_s_at	0.752	0.18727458	-0.26796424	PTOV1
1555027_at	0.752	0.18728856	-0.10636465	LOC101927705///P4HA2
240828_at	0.752	0.18730987	0.09276424	JARID2-AS1
224373_s_at	0.752	0.18732013	0.11335356	ND4
220496_at	0.752	0.18732117	0.25553553	CLEC1B
219849_at	0.752	0.18733545	-0.12586004	ZNF671
235927_at	0.752	0.18734169	-0.57672949	XPO1
213085_s_at	0.752	0.18734693	0.59101739	WWC1
213710_s_at	0.752	0.18736352	0.52501857	CALM1
1552658_a_at	0.752	0.18736402	-0.08016315	NAV3
205960_at	0.752	0.187365	0.76776879	PDK4
244565_at	0.752	0.1873807	-0.09681865	HMX2
243114_at	0.752	0.18738174	-0.09339204	
243413_at	0.752	0.18739013	0.08990079	TTC30B
205181_at	0.752	0.18739356	0.1198938	ZSCAN9
222920_s_at	0.752	0.18741165	0.11965088	TESPA1
205382_s_at	0.752	0.18741281	0.43502429	CFD
201307_at	0.752	0.18742813	-0.30239003	SEPT11
212320_at	0.752	0.18745539	-0.23475301	TUBB
1555651_at	0.752	0.18745621	-0.1224325	OR10A5
243377_at	0.752	0.18746404	-0.12541325	
237573_at	0.752	0.18746681	-0.10137976	
208963_x_at	0.752	0.18748099	0.56304885	MIR1908///FADS1
204026_s_at	0.752	0.18748268	-0.48165853	ZWINT
230038_at	0.752	0.18749806	0.10979136	ATXN7L2
1570630_at	0.752	0.18751252	-0.101483	
205833_s_at	0.752	0.18752936	-0.10886142	PART1
208103_s_at	0.752	0.18753976	0.19119349	ANP32E
219569_s_at	0.752	0.18755587	0.24818508	SLC35G2
1569470_a_at	0.752	0.18755836	-0.13418661	FRMD5
225066_at	0.752	0.18758697	-0.12439792	PPP2R2D
203041_s_at	0.752	0.18759728	0.21743188	LAMP2
208849_at	0.752	0.18760594	-0.09356325	
207749_s_at	0.752	0.18761459	-0.13136256	PPP2R3A
236010_at	0.752	0.18765498	-0.34919951	
208576_s_at	0.752	0.18766868	0.07290581	HIST1H3B
213600_at	0.752	0.18771198	-0.18010262	SIPA1L3
211513_s_at	0.752	0.18775568	0.19693301	OGFR
234964_at	0.752	0.18778265	-0.07982873	YME1L1
203235_at	0.752	0.18781955	-0.3077986	THOP1
243071_at	0.752	0.18781985	-0.09768574	
205787_x_at	0.752	0.18782713	0.18268082	LOC441155///ZC3H11A
228638_at	0.752	0.18783092	0.70129176	FAM76A
206693_at	0.752	0.18785125	0.29508523	IL7
202453_s_at	0.752	0.18786037	0.20057678	GTF2H1
239237_at	0.752	0.18786817	-0.14099264	TRG-AS1
215046_at	0.752	0.18788622	-0.18047909	KANSL1L
205166_at	0.753	0.18790872	-0.18253611	CAPN5
224281_s_at	0.753	0.1879254	0.17257579	NGRN
237640_at	0.753	0.18794242	0.1668851	VCPKMT
203444_s_at	0.753	0.18796231	-0.14507534	MTA2
207276_at	0.753	0.18800359	-0.09177162	CDR1
209226_s_at	0.753	0.18801538	0.22239267	TNPO1
202034_x_at	0.753	0.18801576	0.24619643	RB1CC1
215912_at	0.753	0.18804664	-0.09746668	GNAO1
223286_at	0.753	0.18807037	-0.21324303	ELP5
207761_s_at	0.753	0.18809018	0.11751904	METTL7A
243747_at	0.753	0.18812001	-0.09276873	ZNF599
224340_at	0.753	0.18812915	-0.11630057	
241177_at	0.753	0.18813246	0.08044233	
219994_at	0.753	0.18815347	0.11577176	APBB1IP
203186_s_at	0.753	0.18815927	0.4354432	S100A4
227343_at	0.753	0.18816335	-0.14891262	
228106_at	0.753	0.18817305	0.15287061	DCAF16
206217_at	0.753	0.18820684	-0.10310881	EDA
216007_at	0.753	0.18821063	-0.08574828	
236603_at	0.753	0.18821343	0.07251413	
37462_i_at	0.753	0.18821947	0.0705566	SF3A2
241938_at	0.753	0.18824589	0.3339864	QKI
232263_at	0.753	0.18826156	-0.09383185	SLC6A15
1553168_at	0.753	0.18828036	0.12231805	GRIK5
217777_s_at	0.753	0.1882875	0.46047935	HACD3
1563250_at	0.753	0.18831504	-0.12326493	LOC101927362
243591_at	0.753	0.18832675	0.21075526	
1558475_at	0.753	0.18834327	-0.15662647	
224524_s_at	0.753	0.18835658	-0.23436966	GPR75-ASB3///ASB3
205445_at	0.753	0.18835917	-0.11719625	PRL
223280_x_at	0.753	0.18837169	0.28057193	MS4A6A
217392_at	0.753	0.18842418	-0.07779316	
236590_at	0.753	0.18846197	-0.10221014	
1559658_at	0.753	0.18848877	-0.09136645	KATNBL1
1553267_a_at	0.753	0.18850316	0.07753516	CNOT6L
200863_s_at	0.753	0.18854171	0.1294552	RAB11A
223814_at	0.753	0.18855381	0.19355257	TRNT1
223334_at	0.753	0.18856156	0.2087735	TMEM126A
227511_at	0.753	0.18857878	-0.14552079	SAMD4B
244428_at	0.753	0.18858347	0.09106909	DNMT3A
1564202_at	0.753	0.18861274	-0.09125739	LOC100131756
242156_at	0.753	0.18862094	-0.11648664	
1560128_x_at	0.753	0.18862671	0.18753209	C5orf56
215828_at	0.753	0.1886377	-0.33191464	
1560990_a_at	0.753	0.18864903	-0.06809461	
240358_at	0.753	0.18865827	-0.08569138	
242103_at	0.753	0.18868995	-0.14475913	TMEM86A
209145_s_at	0.753	0.18869231	-0.13173719	CBFA2T2
243330_at	0.753	0.18869711	-0.08481175	
1564767_at	0.753	0.18869932	-0.07094646	
228960_at	0.753	0.18871375	0.15093338	ICE2
225326_at	0.753	0.18872245	0.24396587	RBM27
214649_s_at	0.753	0.18872398	0.10375805	MTMR2
229868_s_at	0.753	0.18877787	-0.17788164	GDF15
217722_s_at	0.753	0.18879382	0.16613968	NGRN
212350_at	0.753	0.18880419	0.19433026	TBC1D1
236863_at	0.753	0.18889781	-0.15218281	C17orf67
209361_s_at	0.753	0.18890562	-0.17204803	PCBP4
1563862_at	0.753	0.18891108	-0.10801163	TCEANC
234459_at	0.753	0.1889148	-0.10387881	PPHLN1
217515_s_at	0.753	0.18894693	-0.11067957	CACNA1S
212742_at	0.753	0.18896013	0.15607583	RNF115
1554826_at	0.753	0.18898678	-0.12189645	CDK15
234528_at	0.753	0.18899025	-0.1096154	
225703_at	0.753	0.18900529	0.1741404	FBRSL1
233035_at	0.754	0.18905667	0.07982004	
220843_s_at	0.754	0.18907973	-0.0992236	DCAF13
213130_at	0.754	0.18913319	-0.11528635	ZNF473
1559452_a_at	0.754	0.18917677	0.12850171	
242461_at	0.754	0.18919511	-0.12405736	
203950_s_at	0.754	0.18920405	-0.18709115	CLCN6
208608_s_at	0.754	0.18922549	0.38645477	SNTB1
204312_x_at	0.754	0.18925409	0.26314583	CREB1
1561352_at	0.754	0.18925683	-0.07764154	LINC01204
240718_at	0.754	0.18926972	0.10172779	LRMP
208292_at	0.754	0.1892776	-0.14039829	BMP10
228539_at	0.754	0.18929633	-0.16930167	
229961_x_at	0.754	0.18931957	-0.14610178	YJEFN3
206429_at	0.754	0.18932468	0.45795546	F2RL1
216255_s_at	0.754	0.18933549	0.15443972	GRM8
219909_at	0.754	0.1893511	-0.07844434	MMP28
243884_at	0.754	0.18936556	-0.11545585	TEX26
230963_at	0.754	0.18936641	-0.1430222	EMX2OS
206461_x_at	0.754	0.18939083	0.27709282	MT1H
239842_x_at	0.754	0.18940157	-0.17026512	
206648_at	0.754	0.18940974	-0.09088421	ZNF571
212275_s_at	0.754	0.18942329	-0.1232314	SRCAP
227654_at	0.754	0.18943301	-0.36366381	FAM65C
212760_at	0.754	0.18944243	0.13376002	UBR2
219500_at	0.754	0.18944677	0.13676053	CLCF1
207674_at	0.754	0.18945387	0.1998117	FCAR
230259_at	0.754	0.18945476	0.15119379	FUOM
217214_s_at	0.754	0.18945907	-0.07414867	SLC6A2
1563997_at	0.754	0.18947829	-0.13876035	CEP41
242388_x_at	0.754	0.18951709	0.13042097	TAGAP
213803_at	0.754	0.18956896	-0.21947086	KPNB1
235151_at	0.754	0.18965157	0.12416775	LOC283357
244586_x_at	0.754	0.1897115	-0.06395469	
228790_at	0.754	0.18972634	-0.17363699	FAM110B
216025_x_at	0.754	0.18973997	0.20089068	CYP2C9
235628_x_at	0.754	0.18975646	-0.08090459	LOC101929964///LINC01184
201329_s_at	0.754	0.1897621	0.4187179	ETS2
221493_at	0.754	0.18976666	0.21479501	TSPYL1
1559635_at	0.754	0.18982659	-0.07840867	CASC4
1557073_s_at	0.754	0.18984726	-0.13372821	TTBK2
233450_at	0.754	0.18985761	-0.1064032	
204426_at	0.754	0.18987939	0.33871721	TMED2
229676_at	0.754	0.18992237	0.516026	MTPAP
240089_at	0.754	0.18992787	0.08622988	
221276_s_at	0.754	0.18993778	-0.09023187	SYNC
206462_s_at	0.754	0.18994778	-0.08743131	NTRK3
217004_s_at	0.754	0.18994884	-0.08581918	MCF2
223786_at	0.754	0.18995029	-0.10258354	CHST6
1562166_at	0.754	0.18995928	-0.12951403	
231324_at	0.754	0.18996237	-0.11255236	
213571_s_at	0.754	0.19001814	-0.17474014	EIF4E2
214643_x_at	0.754	0.19003526	-0.15759937	BIN1
1558630_at	0.754	0.190044	-0.09415717	DLGAP4-AS1
225901_at	0.754	0.19005313	0.21361775	PTPMT1
239864_at	0.754	0.19007507	0.09716422	LOC100130175///BBIP1
205131_x_at	0.754	0.19009117	0.12976017	CLEC11A
203206_at	0.754	0.19011496	-0.18118087	FAM53B
209683_at	0.754	0.19013296	0.28495868	FAM49A
203645_s_at	0.754	0.19014537	0.2808967	CD163
234512_x_at	0.754	0.19015517	-0.1155323	
229365_at	0.754	0.1901736	-0.15076367	PPP1R3F
233132_at	0.754	0.19017481	0.14260398	BMS1P20
204230_s_at	0.754	0.19017648	-0.09293746	SLC17A7
208940_at	0.754	0.19018041	-0.17783547	SEPHS1
1555366_at	0.754	0.19018655	-0.10618089	NSAP11
224733_at	0.755	0.19023009	0.14930854	CMTM3
1555261_at	0.755	0.19023473	-0.09259333	
235384_at	0.755	0.19024839	0.19334509	NUDT19
AFFX-DapX-5_at	0.755	0.19026857	0.07868189	
225879_at	0.755	0.19029223	-0.10182346	TSEN54
214271_x_at	0.755	0.19029402	-0.15909389	RPL12
219694_at	0.755	0.19031307	-0.12273446	FAM105A
241698_at	0.755	0.19031789	-0.07911897	RFTN2
201312_s_at	0.755	0.190321	0.31939519	SH3BGRL
205010_at	0.755	0.19033033	-0.15787767	GNL3L
1557477_at	0.755	0.19037241	0.12272838	STIM1
1562034_at	0.755	0.190388	-0.13422498	LINC00163
1554232_a_at	0.755	0.19047095	-0.07748142	
1561445_at	0.755	0.19047536	-0.08868554	
1558329_at	0.755	0.19049683	-0.10001878	TONSL
241690_at	0.755	0.19050101	0.10743014	FAM205BP
238144_s_at	0.755	0.19050149	-0.1041889	
233053_at	0.755	0.19050584	0.20119697	
241358_at	0.755	0.1905067	-0.12072346	WFIKKN2
234111_at	0.755	0.19053747	-0.12430221	ZNF81
220019_s_at	0.755	0.19056355	0.14966273	ZNF224
230839_at	0.755	0.19060158	-0.15361692	PRMT8
218310_at	0.755	0.19063593	0.25043739	KCTD7///RABGEF1
236918_s_at	0.755	0.19069947	0.07376476	LRRC34
217194_at	0.755	0.19070242	-0.06272415	RASAL2
222406_s_at	0.755	0.19074547	0.29388646	PNRC2
231846_at	0.755	0.19074875	-0.11061157	FOXRED2
221825_at	0.755	0.19075054	-0.12960551	ANGEL2
1565597_at	0.755	0.19079434	0.5370248	
231035_s_at	0.755	0.19081597	0.20982997	OTUD1
227562_at	0.755	0.19087526	0.18832577	LAMTOR3
1553749_at	0.755	0.19087745	0.26636633	FAM76B
234758_at	0.755	0.19090702	-0.06520922	
203474_at	0.755	0.19091011	0.18470689	IQGAP2
209267_s_at	0.755	0.19092489	0.17406805	SLC39A8
36004_at	0.755	0.19093458	-0.15506596	IKBKG
243150_at	0.755	0.19093853	-0.0757447	
239927_at	0.755	0.19096965	-0.076329	
1561760_s_at	0.755	0.19097156	-0.10381407	LOC645513
222460_s_at	0.755	0.19097614	-0.12280856	FAM192A
1555303_at	0.755	0.19098667	0.13504241	
228892_at	0.755	0.19099005	-0.24202768	SH3RF2
236150_at	0.755	0.19100135	0.11783431	HYKK
224701_at	0.755	0.19101847	0.16440717	PARP14
1562597_at	0.756	0.19107415	0.09115031	LOC101929505
230063_at	0.756	0.19111504	0.1125109	ZNF264
209256_s_at	0.756	0.19113473	-0.25196926	KLHDC10
214117_s_at	0.756	0.19113534	0.41184257	BTD
234976_x_at	0.756	0.19115529	-0.09071937	MTHFD2
244508_at	0.756	0.19119365	-0.13883774	SEPT7
205000_at	0.756	0.19119923	-1.31404134	DDX3Y
1560265_at	0.756	0.19122231	-0.08333568	GRIK2
205647_at	0.756	0.19122297	-0.14196149	RAD52
231742_at	0.756	0.1912919	0.11201217	CRX
200616_s_at	0.756	0.19130708	-0.29219714	MLEC
220644_at	0.756	0.19132732	0.09476059	
243943_x_at	0.756	0.19134585	-0.10900795	C6orf52
218717_s_at	0.756	0.19135249	-0.16361087	P3H2
1554413_s_at	0.756	0.19135617	0.14501124	SNX29P1///SNX29P2
212168_at	0.756	0.19139012	0.26923642	RBM12
202757_at	0.756	0.19139516	-0.15673349	NELFB
215369_at	0.756	0.19139572	-0.1086269	
213627_at	0.756	0.19145321	0.11970984	MAGED2
1562227_at	0.756	0.19145973	-0.1098875	PDE5A
1562071_at	0.756	0.19152759	-0.11189321	
234553_at	0.756	0.19153238	0.11468154	
214530_x_at	0.756	0.19153373	0.15325754	EPB41
232353_s_at	0.756	0.19154344	-0.21804881	STYXL1
1570042_a_at	0.756	0.19154803	-0.08401406	ADAM9
217057_s_at	0.756	0.19154898	-0.10209942	GNAS
233986_s_at	0.756	0.19154933	0.10286404	PLEKHG2
243007_at	0.756	0.19155191	-0.10176372	TTC5
221103_s_at	0.756	0.1915618	-0.15435492	CFAP44
221748_s_at	0.756	0.19156187	-0.32259439	TNS1
214086_s_at	0.756	0.19161618	-0.20437792	PARP2
222847_s_at	0.756	0.19164038	-0.12733627	EGLN3
63305_at	0.756	0.19164054	-0.0977816	PKNOX2
217989_at	0.756	0.191673	-0.19615529	HSD17B11
231119_at	0.756	0.19171151	-0.12363736	RFC3
242729_at	0.756	0.19173846	-0.0736385	
1554982_a_at	0.756	0.19175025	0.07561909	EQTN
1562468_at	0.756	0.19175736	0.45773475	
226196_s_at	0.756	0.19176378	0.17935523	IFT43
209407_s_at	0.756	0.19177165	-0.15858351	DEAF1
210835_s_at	0.756	0.19177467	-0.30004833	CTBP2
238105_x_at	0.756	0.19177516	-0.13107873	WNT7B
1563076_x_at	0.756	0.19180115	0.11107515	
209390_at	0.756	0.19181602	-0.18487888	TSC1
