"X1XXXXXX11X11XX111X1X111XXXX1X11111X10000000000000000X000X00000"
ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_1726729	1.59e-03	1.76e-04	-4.100778	0.3165855	-0.35338807	C2orf76
ILMN_1738955	1.59e-03	1.76e-04	-4.100718	0.3164058	-0.33261443	C10orf104
ILMN_1702401	1.59e-03	1.76e-04	4.100583	0.316004	0.30573008	PKD1L3
ILMN_1763842	1.59e-03	1.76e-04	-4.100459	0.3156312	-0.57797494	PTRH1
ILMN_1754860	1.59e-03	1.76e-04	4.100077	0.3144922	0.5172986	MRPS12
ILMN_1692665	1.59e-03	1.76e-04	-4.09994	0.3140833	-0.37666578	UNC5B
ILMN_1655545	1.59e-03	1.77e-04	-4.099165	0.3117668	-0.37022412	ZMYND12
ILMN_1687864	1.59e-03	1.77e-04	-4.098851	0.3108315	-0.4421387	POP5
ILMN_1689718	1.60e-03	1.78e-04	-4.097045	0.305438	-0.3472039	IL17RE
ILMN_3248218	1.60e-03	1.78e-04	4.096802	0.3047119	0.58192334	SNORD104
ILMN_1745964	1.60e-03	1.78e-04	4.096553	0.3039683	0.51670286	IRAK2
ILMN_1655765	1.60e-03	1.78e-04	-4.096476	0.3037382	-0.18825654	MRPS21
ILMN_1673936	1.61e-03	1.79e-04	4.095124	0.2997012	0.2980143	KHSRP
ILMN_1682038	1.61e-03	1.79e-04	4.09448	0.2977797	0.63990428	SNORA25
ILMN_1667417	1.62e-03	1.80e-04	-4.093683	0.2953999	-0.39931643	RAB23
ILMN_1737738	1.62e-03	1.80e-04	-4.0933	0.2942571	-0.23523951	NDUFA12
ILMN_1767666	1.62e-03	1.80e-04	4.092459	0.2917473	0.44633122	SCN1B
ILMN_3240236	1.63e-03	1.81e-04	4.090942	0.2872221	0.90107974	SMCR5
ILMN_1756860	1.63e-03	1.81e-04	-4.090728	0.2865835	-0.1778259	TXNL1
ILMN_1727762	1.63e-03	1.82e-04	-4.09003	0.2844987	-0.93482496	CASP1
ILMN_1765525	1.63e-03	1.82e-04	-4.089703	0.2835252	-0.74240531	WBSCR16
ILMN_2226304	1.63e-03	1.82e-04	-4.089502	0.2829243	-0.75243228	ANKRD50
ILMN_2365248	1.63e-03	1.82e-04	-4.089419	0.2826771	-0.52788847	HVCN1
ILMN_2150187	1.64e-03	1.83e-04	-4.087689	0.2775177	-0.65174482	KCTD18
ILMN_1683212	1.64e-03	1.83e-04	4.087475	0.276878	0.64097601	SLC25A32
ILMN_1743499	1.64e-03	1.83e-04	-4.087466	0.2768501	-0.49443776	POLDIP2
ILMN_1745242	1.65e-03	1.83e-04	4.086954	0.2753253	0.93535771	PLSCR1
ILMN_1681340	1.65e-03	1.84e-04	-4.085733	0.2716822	-0.76931309	C1orf41
ILMN_2401844	1.65e-03	1.85e-04	-4.084879	0.2691355	-0.49353938	PATZ1
ILMN_1791547	1.65e-03	1.85e-04	-4.084792	0.2688768	-0.43757112	SPAST
ILMN_1790460	1.66e-03	1.85e-04	4.084161	0.2669946	0.38273171	ZNF574
ILMN_1767717	1.66e-03	1.85e-04	-4.083569	0.2652311	-0.28513428	SLC2A11
ILMN_3273854	1.66e-03	1.85e-04	4.083457	0.2648951	0.4565405	HNRNPA2B1
ILMN_1714067	1.66e-03	1.85e-04	4.083454	0.2648877	0.95767421	NTRK2
ILMN_2362847	1.66e-03	1.85e-04	-4.083393	0.2647054	-0.37088171	PPARA
ILMN_1661653	1.66e-03	1.86e-04	-4.082959	0.2634102	-0.54240118	DET1
ILMN_1675219	1.66e-03	1.86e-04	-4.082681	0.2625835	-0.29266191	WDHD1
ILMN_1718336	1.66e-03	1.86e-04	-4.082266	0.2613455	-0.30391748	C7orf50
ILMN_2281186	1.66e-03	1.86e-04	-4.082132	0.2609457	-0.52249727	RGNEF
ILMN_1658483	1.67e-03	1.86e-04	4.081749	0.2598059	0.7236835	IL1A
ILMN_1693766	1.67e-03	1.86e-04	4.081538	0.2591753	0.42920055	CEP135
ILMN_1769634	1.67e-03	1.87e-04	-4.080862	0.2571602	-0.44868642	STRA13
ILMN_1657302	1.67e-03	1.87e-04	-4.080767	0.2568773	-0.66703725	SULT1A1
ILMN_1728403	1.67e-03	1.87e-04	-4.08066	0.25656	-0.59396817	C21orf119
ILMN_2312304	1.67e-03	1.87e-04	4.080623	0.2564478	0.50955867	INTS6
ILMN_1789567	1.67e-03	1.87e-04	-4.080531	0.2561733	-0.67377624	MAGED2
ILMN_1788783	1.67e-03	1.87e-04	4.080318	0.2555383	0.69159017	TRAM2
ILMN_1760174	1.67e-03	1.87e-04	-4.080255	0.2553517	-0.22285281	MCCC1
ILMN_1758619	1.67e-03	1.87e-04	4.080008	0.2546148	0.65229961	SAG
ILMN_1765254	1.67e-03	1.87e-04	4.08	0.2545923	0.49277874	ZNF655
ILMN_1688031	1.67e-03	1.87e-04	-4.079911	0.2543263	-0.60203336	FAM161B
ILMN_1654370	1.68e-03	1.88e-04	-4.078285	0.2494804	-0.52953422	TESK2
ILMN_1751757	1.68e-03	1.88e-04	-4.078118	0.2489825	-0.75690698	CES3
ILMN_1739667	1.68e-03	1.89e-04	4.07804	0.2487509	0.63254502	JAK3
ILMN_2133316	1.68e-03	1.89e-04	-4.077855	0.2481992	-0.34227088	GIMAP7
ILMN_2336803	1.68e-03	1.89e-04	4.077673	0.2476578	1.02730746	RPGR
ILMN_3235096	1.68e-03	1.89e-04	4.077027	0.2457334	0.70670142	SNORA28
ILMN_1770803	1.68e-03	1.89e-04	4.076445	0.243999	0.20016069	BNIP2
ILMN_1661589	1.69e-03	1.90e-04	-4.075977	0.2426033	-0.84294171	CD151
ILMN_1709630	1.69e-03	1.90e-04	-4.074864	0.23929	-0.40869303	CCDC107
ILMN_1808707	1.69e-03	1.91e-04	-4.074178	0.2372464	-0.43519584	FSCN1
ILMN_1699709	1.69e-03	1.91e-04	-4.074109	0.2370415	-0.31899993	RFC5
ILMN_2119224	1.70e-03	1.92e-04	-4.072631	0.2326384	-0.31600585	KIFAP3
ILMN_1701386	1.70e-03	1.92e-04	-4.072045	0.230894	-0.25876676	STRADB
ILMN_1661427	1.71e-03	1.92e-04	-4.071381	0.2289175	-0.82921291	RFNG
ILMN_1745397	1.71e-03	1.93e-04	-4.070851	0.2273379	-0.55703109	OAS3
ILMN_2082585	1.71e-03	1.93e-04	-4.070046	0.2249417	-0.32517422	SNAI2
ILMN_2405534	1.72e-03	1.94e-04	-4.069159	0.2223013	-0.7788409	GAB1
ILMN_1756939	1.72e-03	1.94e-04	-4.069137	0.222236	-0.38764256	C12orf69
ILMN_1678290	1.72e-03	1.94e-04	-4.068433	0.2201395	-0.52534552	HMG20A
ILMN_2238928	1.72e-03	1.94e-04	-4.06839	0.2200128	-0.73957911	RAD51C
ILMN_1708891	1.72e-03	1.94e-04	-4.068364	0.2199344	-0.39968744	SCFD2
ILMN_1755834	1.72e-03	1.95e-04	-4.067754	0.2181192	-0.46578839	FEN1
ILMN_2101375	1.72e-03	1.95e-04	-4.067305	0.2167816	-0.54574714	CCDC77
ILMN_1779410	1.72e-03	1.95e-04	4.067069	0.2160808	0.57484585	VAPA
ILMN_2395856	1.72e-03	1.95e-04	-4.067019	0.2159321	-0.51514147	TMEM218
ILMN_1761247	1.72e-03	1.95e-04	-4.066986	0.2158338	-0.64127276	PIR
ILMN_2228732	1.73e-03	1.95e-04	-4.06668	0.2149227	-0.49875152	CCNG2
ILMN_1656913	1.73e-03	1.95e-04	-4.066464	0.2142798	-0.2538572	MDH1
ILMN_1796677	1.73e-03	1.96e-04	4.065963	0.2127894	0.82883208	RASGEF1B
ILMN_2404049	1.73e-03	1.96e-04	4.065505	0.2114255	0.58674406	RBM38
ILMN_1754410	1.73e-03	1.96e-04	-4.065404	0.2111251	-0.67280743	C12orf72
ILMN_1733931	1.73e-03	1.96e-04	-4.064996	0.2099108	-0.16592688	PDCD6
ILMN_2079655	1.73e-03	1.97e-04	-4.064483	0.2083856	-0.47574052	KLRB1
ILMN_1694041	1.74e-03	1.97e-04	-4.064108	0.2072694	-0.36524838	PDCL
ILMN_1713301	1.74e-03	1.97e-04	-4.064025	0.207024	-0.42967419	DGCR2
ILMN_1721116	1.74e-03	1.97e-04	4.064015	0.206993	0.3004888	USP10
ILMN_2366212	1.74e-03	1.97e-04	-4.063874	0.2065726	-0.43257828	CD79B
ILMN_1737857	1.74e-03	1.97e-04	4.063297	0.2048555	0.3308144	GTF2B
ILMN_1772964	1.74e-03	1.98e-04	4.062614	0.2028256	0.81388787	CCL8
ILMN_2097410	1.74e-03	1.98e-04	4.062304	0.2019029	0.60469784	DAPP1
ILMN_1738268	1.74e-03	1.98e-04	-4.062267	0.2017942	-0.9620338	IHPK3
ILMN_1701424	1.75e-03	1.98e-04	4.061577	0.1997396	1.04655096	LAMC2
ILMN_1733535	1.75e-03	1.99e-04	-4.061179	0.1985574	-0.4860445	ZNF366
ILMN_1665508	1.75e-03	1.99e-04	4.061114	0.1983628	0.35116587	C10orf12
ILMN_3245351	1.75e-03	1.99e-04	-4.061044	0.1981544	-0.64410156	UNC119B
ILMN_1737089	1.75e-03	1.99e-04	-4.061018	0.1980768	-0.32078897	CAPN5
ILMN_1741985	1.75e-03	1.99e-04	-4.060977	0.1979559	-0.68073928	BBS10
ILMN_2094166	1.75e-03	1.99e-04	-4.060809	0.1974562	-0.3120131	CHMP5
ILMN_1651438	1.75e-03	1.99e-04	-4.059894	0.1947342	-0.59628941	ZFPM1
ILMN_1717877	1.75e-03	2.00e-04	4.059146	0.1925101	0.39656696	IVNS1ABP
ILMN_2099487	1.76e-03	2.00e-04	-4.058381	0.1902366	-0.61811414	C17orf108
ILMN_1742044	1.76e-03	2.00e-04	-4.058308	0.1900188	-0.49469748	GNAI1
ILMN_1744815	1.76e-03	2.01e-04	-4.057259	0.186902	-0.42573433	PVRL1
ILMN_1652857	1.76e-03	2.01e-04	-4.056931	0.1859255	-0.46871009	SLC15A1
ILMN_1809003	1.76e-03	2.01e-04	-4.056753	0.1853974	-0.52477298	CBR1
ILMN_1753498	1.76e-03	2.02e-04	-4.056605	0.1849569	-0.21262661	COASY
ILMN_1719471	1.77e-03	2.02e-04	-4.055736	0.1823741	-0.26451772	MSH3
ILMN_2318643	1.77e-03	2.02e-04	4.055507	0.181693	0.49100178	TGIF1
ILMN_1798947	1.77e-03	2.02e-04	-4.055084	0.1804355	-0.75584279	FLJ11795
ILMN_1752665	1.77e-03	2.03e-04	-4.054655	0.1791602	-0.58559475	ELMO3
ILMN_2396996	1.77e-03	2.03e-04	-4.054607	0.1790176	-0.21388677	PPCS
ILMN_1727045	1.77e-03	2.03e-04	-4.054491	0.178673	-0.45235925	RASGRP3
ILMN_1778347	1.78e-03	2.03e-04	-4.053732	0.1764175	-0.40653168	NUDT2
ILMN_1696266	1.78e-03	2.04e-04	-4.053108	0.1745637	-0.31738575	XRCC3
ILMN_2405190	1.78e-03	2.04e-04	4.053066	0.1744378	0.51853947	VAPA
ILMN_1779515	1.78e-03	2.04e-04	-4.052697	0.1733403	-0.66143756	CSAD
ILMN_1778444	1.79e-03	2.05e-04	4.051778	0.1706114	0.4133138	FKBP5
ILMN_1725014	1.79e-03	2.05e-04	-4.051129	0.1686823	-0.24844409	TMPRSS6
ILMN_1704629	1.79e-03	2.06e-04	-4.050241	0.1660463	-0.70147859	SLC1A7
ILMN_1706531	1.79e-03	2.06e-04	-4.049992	0.1653066	-0.46598854	ABCC5
ILMN_3241510	1.80e-03	2.06e-04	4.049402	0.1635514	0.3717971	FBXO45
ILMN_1715404	1.80e-03	2.07e-04	-4.048559	0.1610493	-0.69475036	GPR174
ILMN_1808768	1.80e-03	2.07e-04	-4.048498	0.1608666	-0.30034506	ROCK1
ILMN_1762639	1.81e-03	2.07e-04	-4.047582	0.1581471	-0.64048725	MED11
ILMN_1705447	1.81e-03	2.07e-04	4.047245	0.1571458	0.42337018	AFG3L1
ILMN_2344971	1.81e-03	2.08e-04	-4.046567	0.1551321	-0.3639321	FOXM1
ILMN_1658469	1.81e-03	2.08e-04	-4.046399	0.1546336	-0.80495322	TP53AP1
ILMN_2384409	1.81e-03	2.08e-04	4.045808	0.152878	0.60210915	TAC1
ILMN_1683052	1.81e-03	2.08e-04	4.04578	0.1527953	0.43440213	PTRH2
ILMN_1810228	1.81e-03	2.08e-04	-4.045737	0.1526695	-0.40960109	TTF2
ILMN_1743104	1.81e-03	2.09e-04	-4.045404	0.1516795	-0.47230523	RBM4B
ILMN_2262444	1.81e-03	2.09e-04	-4.045095	0.1507623	-0.41391347	PDE7A
ILMN_1704024	1.81e-03	2.09e-04	-4.045043	0.150607	-0.33946346	TMEM160
ILMN_1677942	1.82e-03	2.09e-04	-4.044685	0.149545	-0.43248789	SHISA4
ILMN_2287535	1.82e-03	2.10e-04	4.043291	0.1454075	0.26087002	ACCN4
ILMN_1669201	1.83e-03	2.10e-04	4.042732	0.1437466	0.58193413	ABCF2
ILMN_1750051	1.83e-03	2.11e-04	-4.042508	0.1430841	-0.60528982	FLJ39827
ILMN_1693367	1.83e-03	2.11e-04	-4.041681	0.1406284	-0.50714192	TPD52
ILMN_2145518	1.84e-03	2.12e-04	-4.040656	0.1375854	-0.1823492	TMEM126B
ILMN_3300313	1.84e-03	2.12e-04	4.040441	0.1369479	0.3850287	P4HTM
ILMN_1671725	1.85e-03	2.13e-04	-4.038723	0.1318502	-0.71607557	REPIN1
ILMN_1787308	1.85e-03	2.13e-04	-4.038374	0.1308151	-0.40171983	PIP4K2C
ILMN_1768820	1.85e-03	2.13e-04	-4.038335	0.130699	-0.68934233	CYP11A1
ILMN_1746090	1.85e-03	2.14e-04	-4.03695	0.1265925	-0.29514573	STT3A
ILMN_1804895	1.85e-03	2.14e-04	4.036791	0.1261202	0.50436494	C7orf53
ILMN_1739576	1.85e-03	2.14e-04	-4.036748	0.125993	-0.69141504	CYB5R2
ILMN_1787705	1.86e-03	2.14e-04	-4.036563	0.1254445	-0.16793053	ATP6V1B2
ILMN_1736546	1.86e-03	2.15e-04	-4.036132	0.124166	-0.81975384	SLC16A14
ILMN_1782743	1.86e-03	2.15e-04	-4.035396	0.1219834	-0.32197946	LETMD1
ILMN_2058782	1.86e-03	2.16e-04	-4.034887	0.120472	-0.87768018	IFI27
ILMN_2139167	1.86e-03	2.16e-04	4.034621	0.1196827	0.29960712	UNCX
ILMN_1766245	1.86e-03	2.16e-04	-4.034472	0.1192424	-0.26121724	SUPT4H1
ILMN_2380740	1.87e-03	2.16e-04	-4.034037	0.1179529	-0.23049457	MTO1
ILMN_1809467	1.87e-03	2.16e-04	-4.03353	0.1164479	-0.31774341	VAMP5
ILMN_2413644	1.87e-03	2.17e-04	-4.033389	0.1160318	-0.44053052	TM4SF19
ILMN_1693853	1.87e-03	2.17e-04	-4.033323	0.1158354	-0.67305732	HHAT
ILMN_3307211	1.87e-03	2.17e-04	-4.033026	0.1149553	-0.3289034	C21orf49
ILMN_1672589	1.87e-03	2.17e-04	4.033016	0.1149239	1.05263129	SEMA4B
ILMN_1700488	1.87e-03	2.17e-04	-4.03231	0.1128332	-0.65510934	PPARA
ILMN_1740633	1.88e-03	2.18e-04	-4.030983	0.1088992	-0.6711444	PRF1
ILMN_2053103	1.88e-03	2.19e-04	-4.030387	0.1071312	-0.17379903	SLC40A1
ILMN_1787673	1.89e-03	2.19e-04	-4.030033	0.1060829	-0.52530332	PLLP
ILMN_2370622	1.89e-03	2.19e-04	-4.029899	0.1056852	-0.50872045	F8
ILMN_1739942	1.89e-03	2.19e-04	-4.029804	0.1054047	-0.45726767	FAM117B
ILMN_1755710	1.89e-03	2.19e-04	-4.029622	0.1048645	-0.40860347	EFNA4
ILMN_1775330	1.89e-03	2.20e-04	-4.028111	0.1003861	-1.02292487	C15orf52
ILMN_1664030	1.89e-03	2.20e-04	-4.027994	0.1000391	-0.17384686	RAB1B
ILMN_1683774	1.90e-03	2.21e-04	4.026425	0.0953895	0.90333077	IL2RA
ILMN_1759250	1.91e-03	2.22e-04	-4.025665	0.0931396	-0.54110604	TAP2
ILMN_1762115	1.91e-03	2.22e-04	-4.025337	0.0921662	-0.24348884	CRYZL1
ILMN_1692163	1.91e-03	2.22e-04	-4.02469	0.0902516	-0.32199547	NSDHL
ILMN_2415189	1.91e-03	2.23e-04	4.024259	0.0889751	0.30346218	ATP1A1
ILMN_1752226	1.91e-03	2.23e-04	4.024176	0.0887276	0.64027065	P2RY11
ILMN_1785955	1.92e-03	2.23e-04	-4.023797	0.0876052	-0.41214697	C2orf60
ILMN_1776157	1.92e-03	2.23e-04	-4.023523	0.0867948	-0.4172576	Septin 4
ILMN_1655740	1.92e-03	2.24e-04	-4.022987	0.0852063	-0.30690397	SNAI2
ILMN_1665526	1.93e-03	2.24e-04	-4.021803	0.0817007	-0.83956682	TCEA2
ILMN_1776213	1.93e-03	2.25e-04	4.021749	0.0815402	0.56458641	RGMB
ILMN_3235709	1.95e-03	2.27e-04	-4.018045	0.0705754	-0.60966483	HNF1B
ILMN_3307877	1.95e-03	2.28e-04	4.017179	0.0680104	0.6393594	C21orf58
ILMN_1708081	1.95e-03	2.28e-04	-4.017015	0.0675247	-0.44208901	LCLAT1
ILMN_1675062	1.95e-03	2.28e-04	4.016771	0.0668035	0.79214728	MYL9
ILMN_1730879	1.96e-03	2.28e-04	-4.016063	0.0647068	-0.53343044	CBY1
ILMN_1795704	1.96e-03	2.28e-04	-4.016049	0.0646672	-0.57131936	KIAA0232
ILMN_2193553	1.96e-03	2.29e-04	4.015859	0.0641035	0.61173762	SLC7A5P1
ILMN_1710684	1.96e-03	2.29e-04	-4.015595	0.0633248	-0.35553719	MIPOL1
ILMN_2323427	1.96e-03	2.29e-04	-4.015551	0.0631922	-0.63906652	EPB41
ILMN_3239108	1.96e-03	2.29e-04	4.015308	0.0624731	0.94922114	SNORA3
ILMN_1798819	1.96e-03	2.29e-04	-4.015281	0.0623955	-0.66746543	DTNB
ILMN_1807372	1.96e-03	2.30e-04	-4.01455	0.06023	-0.46619882	ADORA2A
ILMN_2117904	1.97e-03	2.30e-04	4.013446	0.0569659	0.19784347	ZNF22
ILMN_2080751	1.97e-03	2.30e-04	4.013414	0.0568705	0.21349718	ADNP2
ILMN_1700268	1.97e-03	2.30e-04	-4.013402	0.0568351	-0.23290993	QPRT
ILMN_2384140	1.97e-03	2.31e-04	-4.013202	0.0562443	-0.59913958	KLRC1
ILMN_3262936	1.97e-03	2.31e-04	-4.012797	0.0550453	-0.73591307	LCLAT1
ILMN_2230178	1.97e-03	2.31e-04	4.012717	0.0548083	1.01572781	DAND5
ILMN_2055760	1.97e-03	2.31e-04	-4.012676	0.0546883	-0.4573182	KIAA1715
ILMN_2056074	1.97e-03	2.31e-04	4.012532	0.0542613	0.38256067	RGPD2
ILMN_1707506	1.97e-03	2.31e-04	4.011891	0.0523662	0.19789309	YTHDC1
ILMN_1767320	1.97e-03	2.32e-04	-4.01157	0.0514145	-0.26913789	MAPK1
ILMN_1707088	1.98e-03	2.32e-04	-4.011199	0.0503189	-0.36507069	DENND2D
ILMN_1813350	1.98e-03	2.32e-04	-4.010782	0.0490851	-0.61386143	HSD11B2
ILMN_2331544	1.98e-03	2.33e-04	-4.010432	0.0480495	-0.57634347	MBP
ILMN_2069615	1.98e-03	2.33e-04	-4.01034	0.0477771	-0.35919582	CHID1
ILMN_2384561	1.99e-03	2.33e-04	4.009269	0.0446121	0.71604593	TJP2
ILMN_1669876	1.99e-03	2.34e-04	4.008883	0.043468	0.50686586	CUX2
ILMN_1667476	1.99e-03	2.34e-04	4.008467	0.042238	0.3168362	LTBR
ILMN_1706397	1.99e-03	2.34e-04	-4.008256	0.0416143	-0.57770729	CHMP6
ILMN_1803813	1.99e-03	2.34e-04	-4.007684	0.0399239	-0.6679495	ASTE1
ILMN_2389273	1.99e-03	2.35e-04	-4.007369	0.0389931	-0.38658677	FXR1
ILMN_1674151	1.99e-03	2.35e-04	-4.007243	0.0386215	-0.73539666	GCOM1
ILMN_1794046	1.99e-03	2.35e-04	-4.007217	0.0385435	-0.20306956	MTX2
ILMN_1651544	1.99e-03	2.35e-04	-4.007062	0.0380859	-0.6901173	HDAC8
ILMN_1713990	2.00e-03	2.35e-04	-4.006782	0.0372568	-0.52346345	TRIP6
ILMN_2156250	2.00e-03	2.35e-04	4.006364	0.0360205	0.52780122	SOCS3
ILMN_1768271	2.00e-03	2.36e-04	-4.006193	0.0355165	-0.48800723	SMAP1
ILMN_2240597	2.00e-03	2.36e-04	-4.005992	0.034923	-0.67360551	TCEA2
ILMN_1746883	2.00e-03	2.36e-04	-4.005175	0.0325065	-0.30513356	SAT2
ILMN_1703441	2.01e-03	2.37e-04	4.004617	0.030858	0.38893687	ZNF593
ILMN_1676611	2.01e-03	2.37e-04	-4.004183	0.0295771	-0.38112951	PHPT1
ILMN_1790881	2.01e-03	2.37e-04	-4.003815	0.0284892	-0.30458756	HNMT
ILMN_2285618	2.03e-03	2.39e-04	-4.001222	0.0208266	-0.51908813	DIP2A
ILMN_1773337	2.03e-03	2.39e-04	4.001012	0.020206	0.53317058	DKK1
ILMN_1661750	2.03e-03	2.39e-04	4.000987	0.0201309	1.2928534	VIL1
ILMN_2050921	2.03e-03	2.39e-04	-4.000882	0.0198213	-0.1778269	SNHG8
ILMN_2093389	2.03e-03	2.40e-04	4.000254	0.017966	0.48128385	SNAPC1
ILMN_1684836	2.03e-03	2.40e-04	3.999665	0.0162258	0.7904606	AKAP12
ILMN_1669033	2.04e-03	2.41e-04	3.998599	0.0130785	0.28887062	NCOA1
ILMN_1680814	2.04e-03	2.41e-04	-3.99844	0.0126096	-0.28788856	EDN2
ILMN_1731788	2.05e-03	2.42e-04	3.99709	0.0086236	0.86401511	NRG1
ILMN_2350122	2.05e-03	2.43e-04	-3.996795	0.0077506	-0.36372697	TRIM13
ILMN_2288582	2.05e-03	2.43e-04	-3.996086	0.0056575	-0.51251399	PCDHA12
ILMN_1690114	2.06e-03	2.44e-04	3.995415	0.0036775	0.75139731	PTPLAD2
ILMN_1802951	2.06e-03	2.44e-04	-3.995238	0.0031539	-0.2242371	CDCA1
ILMN_2408683	2.06e-03	2.44e-04	3.994609	0.0012974	0.36346085	PPAP2B
ILMN_1766334	2.06e-03	2.44e-04	-3.994501	0.0009796	-0.81941252	MB
ILMN_1654864	2.06e-03	2.44e-04	-3.994453	0.0008353	-0.21715717	C1orf58
ILMN_2221564	2.06e-03	2.45e-04	3.994145	-0.0000732	0.33967581	LYAR
ILMN_1782069	2.06e-03	2.45e-04	3.994024	-0.0004311	0.27675258	TRAK1
ILMN_1692080	2.06e-03	2.45e-04	-3.993988	-0.0005375	-0.51253271	ANKH
ILMN_1722056	2.06e-03	2.45e-04	-3.993341	-0.0024445	-0.21628716	ATP7B
ILMN_1751400	2.07e-03	2.46e-04	-3.992721	-0.004275	-0.51280492	SKAP1
ILMN_1795666	2.07e-03	2.46e-04	-3.992444	-0.0050935	-0.6080521	SNX24
ILMN_1767542	2.07e-03	2.46e-04	-3.99233	-0.0054297	-0.49731796	THAP10
ILMN_2343097	2.07e-03	2.47e-04	3.991322	-0.0084057	0.32503062	NCALD
ILMN_1796458	2.08e-03	2.47e-04	-3.990977	-0.0094222	-0.16649845	GABARAPL2
ILMN_1665554	2.08e-03	2.48e-04	-3.989989	-0.0123368	-0.63391576	BRF2
ILMN_3245672	2.09e-03	2.48e-04	3.989132	-0.0148649	0.50534321	SNORD84
ILMN_1715901	2.09e-03	2.48e-04	-3.988963	-0.0153639	-0.69657772	FBXL17
ILMN_2402817	2.09e-03	2.49e-04	3.98853	-0.0166414	0.70633911	ZBTB16
ILMN_1811029	2.09e-03	2.49e-04	-3.988035	-0.0181012	-0.2704023	TLK1
ILMN_1778951	2.09e-03	2.49e-04	-3.987843	-0.0186688	-0.73654791	C6orf203
ILMN_2402272	2.09e-03	2.50e-04	-3.987478	-0.0197461	-0.27725687	TCEAL8
ILMN_2386818	2.11e-03	2.51e-04	3.985345	-0.0260354	0.42933481	URG4
ILMN_2043306	2.11e-03	2.52e-04	-3.984475	-0.0286004	-0.64568891	EPB41L5
ILMN_3236080	2.11e-03	2.52e-04	-3.984065	-0.0298108	-0.40511847	FAM26E
ILMN_1794612	2.12e-03	2.52e-04	-3.983792	-0.0306162	-0.27723072	UBA7
ILMN_1669064	2.12e-03	2.53e-04	-3.983346	-0.0319315	-0.57063508	ZNF823
ILMN_2390338	2.12e-03	2.53e-04	-3.98307	-0.0327455	-0.36471232	UBE2E3
ILMN_1756650	2.12e-03	2.53e-04	3.982972	-0.0330344	0.57701284	DGKH
ILMN_2298567	2.12e-03	2.54e-04	3.982398	-0.0347265	0.44242508	ARID5A
ILMN_1812726	2.12e-03	2.54e-04	3.982306	-0.0349971	0.35638009	MORF4L1
ILMN_1810488	2.12e-03	2.54e-04	-3.982224	-0.035238	-0.24335526	NFYC
ILMN_3309234	2.13e-03	2.54e-04	3.981631	-0.0369874	0.36248068	MIR181D
ILMN_1695827	2.13e-03	2.54e-04	-3.981499	-0.037375	-0.47731588	PPP1CA
ILMN_2095840	2.13e-03	2.54e-04	3.981261	-0.0380771	0.22348957	MYST3
ILMN_3235316	2.13e-03	2.54e-04	3.981217	-0.0382069	0.92728476	SNORA51
ILMN_2178492	2.13e-03	2.55e-04	-3.98045	-0.0404684	-0.26965946	CYP4F2
ILMN_2095577	2.13e-03	2.56e-04	-3.979855	-0.0422214	-0.52319736	BMPR1A
ILMN_1803464	2.14e-03	2.56e-04	-3.979631	-0.0428799	-0.30678281	PHTF1
ILMN_1735502	2.14e-03	2.56e-04	3.979422	-0.0434967	0.74893238	FAM181B
ILMN_1657977	2.14e-03	2.56e-04	-3.97929	-0.0438854	-0.19906505	MSRB2
ILMN_2376431	2.14e-03	2.56e-04	-3.978926	-0.044959	-0.38599594	CCR2
ILMN_1750312	2.14e-03	2.56e-04	-3.978704	-0.0456131	-0.97746859	OSTbeta
ILMN_1708496	2.14e-03	2.57e-04	-3.97848	-0.0462736	-0.56857398	BRSK2
ILMN_1682747	2.14e-03	2.57e-04	-3.977738	-0.0484602	-0.37691063	FANCA
ILMN_2361991	2.14e-03	2.57e-04	3.977571	-0.048951	0.6399296	TRIM15
ILMN_1753347	2.15e-03	2.58e-04	-3.97735	-0.0496013	-0.34063982	DEFA4
ILMN_1716278	2.15e-03	2.58e-04	-3.977249	-0.0498993	-0.58653762	LYNX1
ILMN_2362346	2.15e-03	2.58e-04	-3.976912	-0.0508927	-0.56447373	TRPV4
ILMN_1723412	2.15e-03	2.58e-04	-3.976218	-0.0529379	-0.83196506	ASCL2
ILMN_2073592	2.15e-03	2.58e-04	-3.976153	-0.0531281	-0.6413719	CAND2
ILMN_1727479	2.15e-03	2.59e-04	-3.97577	-0.0542574	-0.24711341	TPRG1L
ILMN_1788351	2.16e-03	2.59e-04	3.975344	-0.055511	0.96378145	MAP4
ILMN_2170949	2.16e-03	2.59e-04	-3.974879	-0.056881	-0.50015526	SNX10
ILMN_1695334	2.16e-03	2.60e-04	-3.974284	-0.0586332	-0.45275458	PYGO2
ILMN_1764754	2.16e-03	2.60e-04	3.974219	-0.0588242	0.75665419	RAMP1
ILMN_3241554	2.16e-03	2.60e-04	-3.973647	-0.0605094	-1.01850273	KANK4
ILMN_2148012	2.16e-03	2.61e-04	-3.973445	-0.0611032	-0.24791881	EPR1
ILMN_1658758	2.18e-03	2.62e-04	-3.971708	-0.0662178	-0.19712261	NPB
ILMN_1739386	2.18e-03	2.63e-04	3.971004	-0.0682901	0.36525968	NLRP13
ILMN_1715013	2.18e-03	2.63e-04	-3.97042	-0.0700096	-0.509593	ERMAP
ILMN_2414679	2.20e-03	2.66e-04	-3.967319	-0.0791392	-0.42812341	SFI1
